ID	style	col	sample
FRCH-ALP_FR-0013	Europe	Europe	Europe
FRCH-ALP_FR-0014	Europe	Europe	Europe
FRCH-ALP_FR-0015	Europe	Europe	Europe
FRCH-ALP_FR-0016	Europe	Europe	Europe
FRCH-ALP_FR-0019	Europe	Europe	Europe
FRCH-ALP_FR-0020	Europe	Europe	Europe
FRCH-ALP_FR-0022	Europe	Europe	Europe
FRCH-ALP_FR-0023	Europe	Europe	Europe
FRCH-ALP_FR-0024	Europe	Europe	Europe
FRCH-ALP_FR-0025	Europe	Europe	Europe
FRCH-ALP_FR-0026	Europe	Europe	Europe
FRCH-ALP_FR-0027	Europe	Europe	Europe
FRCH-ALP_FR-0028	Europe	Europe	Europe
FRCH-ALP_FR-0029	Europe	Europe	Europe
FRCH-ALP_FR-0030	Europe	Europe	Europe
FRCH-ALP_FR-0032	Europe	Europe	Europe
FRCH-ALP_FR-0033	Europe	Europe	Europe
FRCH-ALP_FR-0034	Europe	Europe	Europe
FRCH-ALP_FR-0035	Europe	Europe	Europe
FRCH-ALP_FR-0036	Europe	Europe	Europe
FRCH-ALP_FR-0037	Europe	Europe	Europe
FRCH-ALP_FR-0038	Europe	Europe	Europe
FRCH-ALP_FR-0039	Europe	Europe	Europe
FRCH-ALP_FR-0040	Europe	Europe	Europe
FRCH-ALP_FR-0041	Europe	Europe	Europe
FRCH-ALP_FR-0042	Europe	Europe	Europe
FRCH-ALP_FR-0043	Europe	Europe	Europe
FRCH-ALP_FR-0044	Europe	Europe	Europe
FRCH-ALP_FR-0045	Europe	Europe	Europe
FRCH-ALP_FR-0046	Europe	Europe	Europe
FRCH-ALP_FR-0047	Europe	Europe	Europe
FRCH-ALP_FR-0048	Europe	Europe	Europe
FRCH-ALP_FR-0049	Europe	Europe	Europe
FRCH-ALP_FR-0050	Europe	Europe	Europe
FRCH-ALP_FR-0051	Europe	Europe	Europe
FRCH-ALP_FR-0052	Europe	Europe	Europe
FRCH-ALP_FR-0053	Europe	Europe	Europe
FRCH-ALP_FR-0054	Europe	Europe	Europe
FRCH-ALP_FR-0055	Europe	Europe	Europe
FRCH-ALP_FR-0056	Europe	Europe	Europe
FRCH-ALP_FR-0057	Europe	Europe	Europe
FRCH-ALP_FR-0058	Europe	Europe	Europe
FRCH-ALP_FR-0059	Europe	Europe	Europe
FRCH-ALP_FR-0060	Europe	Europe	Europe
FRCH-ALP_FR-0061	Europe	Europe	Europe
FRCH-ALP_FR-0062	Europe	Europe	Europe
FRCH-ALP_FR-0063	Europe	Europe	Europe
FRCH-ANG_FR-0001	Europe	Europe	Europe
FRCH-ANG_FR-0002	Europe	Europe	Europe
FRCH-ANG_FR-0003	Europe	Europe	Europe
FRCH-ANG_FR-0004	Europe	Europe	Europe
FRCH-ANG_FR-0005	Europe	Europe	Europe
FRCH-ANG_FR-0006	Europe	Europe	Europe
FRCH-ANG_FR-0007	Europe	Europe	Europe
FRCH-ANG_FR-0008	Europe	Europe	Europe
FRCH-ANG_FR-0009	Europe	Europe	Europe
FRCH-ANG_FR-0010	Europe	Europe	Europe
FRCH-ANG_FR-0011	Europe	Europe	Europe
FRCH-ANG_FR-0012	Europe	Europe	Europe
FRCH-ANG_FR-0013	Europe	Europe	Europe
FRCH-ANG_FR-0014	Europe	Europe	Europe
FRCH-ANG_FR-0015	Europe	Europe	Europe
FRCH-ANG_FR-0016	Europe	Europe	Europe
FRCH-ANG_FR-0017	Europe	Europe	Europe
FRCH-ANG_FR-0018	Europe	Europe	Europe
FRCH-ANG_FR-0019	Europe	Europe	Europe
FRCH-ANG_FR-0020	Europe	Europe	Europe
FRCH-FSS_FR-0001	Europe	Europe	Europe
FRCH-FSS_FR-0002	Europe	Europe	Europe
FRCH-FSS_FR-0003	Europe	Europe	Europe
FRCH-FSS_FR-0004	Europe	Europe	Europe
FRCH-FSS_FR-0005	Europe	Europe	Europe
FRCH-FSS_FR-0006	Europe	Europe	Europe
FRCH-FSS_FR-0007	Europe	Europe	Europe
FRCH-FSS_FR-0008	Europe	Europe	Europe
FRCH-FSS_FR-0009	Europe	Europe	Europe
FRCH-FSS_FR-0010	Europe	Europe	Europe
FRCH-FSS_FR-0011	Europe	Europe	Europe
FRCH-FSS_FR-0012	Europe	Europe	Europe
FRCH-FSS_FR-0013	Europe	Europe	Europe
FRCH-FSS_FR-0014	Europe	Europe	Europe
FRCH-FSS_FR-0015	Europe	Europe	Europe
FRCH-FSS_FR-0018	Europe	Europe	Europe
FRCH-LOR_FR-0002	Europe	Europe	Europe
FRCH-LOR_FR-0003	Europe	Europe	Europe
FRCH-LOR_FR-0006	Europe	Europe	Europe
FRCH-LOR_FR-0008	Europe	Europe	Europe
FRCH-LOR_FR-0011	Europe	Europe	Europe
FRCH-LOR_FR-0012	Europe	Europe	Europe
FRCH-LOR_FR-0013	Europe	Europe	Europe
FRCH-LOR_FR-0014	Europe	Europe	Europe
FRCH-LOR_FR-0017	Europe	Europe	Europe
FRCH-LOR_FR-0018	Europe	Europe	Europe
FRCH-LOR_FR-0019	Europe	Europe	Europe
FRCH-LOR_FR-0023	Europe	Europe	Europe
FRCH-LOR_FR-0024	Europe	Europe	Europe
FRCH-PTV_FR-0031	Europe	Europe	Europe
FRCH-PTV_FR-0032	Europe	Europe	Europe
FRCH-PTV_FR-0033	Europe	Europe	Europe
FRCH-PTV_FR-0034	Europe	Europe	Europe
FRCH-PTV_FR-0035	Europe	Europe	Europe
FRCH-PTV_FR-0036	Europe	Europe	Europe
FRCH-PTV_FR-0037	Europe	Europe	Europe
FRCH-PTV_FR-0039	Europe	Europe	Europe
FRCH-PTV_FR-0040	Europe	Europe	Europe
FRCH-PTV_FR-0041	Europe	Europe	Europe
FRCH-PTV_FR-0045	Europe	Europe	Europe
FRCH-PTV_FR-0046	Europe	Europe	Europe
FRCH-PVC_FR-0001	Europe	Europe	Europe
FRCH-PVC_FR-0002	Europe	Europe	Europe
FRCH-PVC_FR-0003	Europe	Europe	Europe
FRCH-PVC_FR-0004	Europe	Europe	Europe
FRCH-PVC_FR-0005	Europe	Europe	Europe
FRCH-PVC_FR-0006	Europe	Europe	Europe
FRCH-PVC_FR-0007	Europe	Europe	Europe
FRCH-PVC_FR-0008	Europe	Europe	Europe
FRCH-PVC_FR-0009	Europe	Europe	Europe
FRCH-PVC_FR-0010	Europe	Europe	Europe
FRCH-PVC_FR-0011	Europe	Europe	Europe
FRCH-PVC_FR-0012	Europe	Europe	Europe
FRCH-PVC_FR-0020	Europe	Europe	Europe
FRCH-PVC_FR-0024	Europe	Europe	Europe
FRCH-PVC_FR-0026	Europe	Europe	Europe
FRCH-PYR_FR-0001	Europe	Europe	Europe
FRCH-PYR_FR-0002	Europe	Europe	Europe
FRCH-PYR_FR-0003	Europe	Europe	Europe
FRCH-PYR_FR-0004	Europe	Europe	Europe
FRCH-PYR_FR-0005	Europe	Europe	Europe
FRCH-PYR_FR-0006	Europe	Europe	Europe
FRCH-PYR_FR-0007	Europe	Europe	Europe
FRCH-PYR_FR-0008	Europe	Europe	Europe
FRCH-PYR_FR-0009	Europe	Europe	Europe
FRCH-PYR_FR-0010	Europe	Europe	Europe
FRCH-PYR_FR-0011	Europe	Europe	Europe
FRCH-PYR_FR-0012	Europe	Europe	Europe
FRCH-PYR_FR-0013	Europe	Europe	Europe
FRCH-PYR_FR-0014	Europe	Europe	Europe
FRCH-PYR_FR-0015	Europe	Europe	Europe
FRCH-ROV_FR-0001	Europe	Europe	Europe
FRCH-ROV_FR-0002	Europe	Europe	Europe
FRCH-ROV_FR-0004	Europe	Europe	Europe
FRCH-ROV_FR-0005	Europe	Europe	Europe
FRCH-ROV_FR-0006	Europe	Europe	Europe
FRCH-ROV_FR-0007	Europe	Europe	Europe
FRCH-ROV_FR-0009	Europe	Europe	Europe
FRCH-ROV_FR-0010	Europe	Europe	Europe
FRCH-ROV_FR-0011	Europe	Europe	Europe
FRCH-ROV_FR-0012	Europe	Europe	Europe
FRCH-ROV_FR-0013	Europe	Europe	Europe
FRCH-SAA_FR-0042	Europe	Europe	Europe
FRCH-SAA_FR-0043	Europe	Europe	Europe
FRCH-SAA_FR-0001	Europe	Europe	Europe
FRCH-SAA_FR-0002	Europe	Europe	Europe
FRCH-SAA_FR-0003	Europe	Europe	Europe
FRCH-SAA_FR-0004	Europe	Europe	Europe
FRCH-SAA_FR-0006	Europe	Europe	Europe
FRCH-SAA_FR-0007	Europe	Europe	Europe
FRCH-SAA_FR-0008	Europe	Europe	Europe
FRCH-SAA_FR-0009	Europe	Europe	Europe
FRCH-SAA_FR-0012	Europe	Europe	Europe
FRCH-SAA_FR-0013	Europe	Europe	Europe
FRCH-SAA_FR-0014	Europe	Europe	Europe
FRCH-SAA_FR-0015	Europe	Europe	Europe
FRCH-SAA_FR-0016	Europe	Europe	Europe
FRCH-SAA_FR-0017	Europe	Europe	Europe
FRCH-SAA_FR-0018	Europe	Europe	Europe
FRCH-SAA_FR-0019	Europe	Europe	Europe
FRCH-SAA_FR-0021	Europe	Europe	Europe
FRCH-SAA_FR-0022	Europe	Europe	Europe
FRCH-SAA_FR-0023	Europe	Europe	Europe
FRCH-SAA_FR-0026	Europe	Europe	Europe
FRCH-SAA_FR-0027	Europe	Europe	Europe
FRCH-SAA_FR-0028	Europe	Europe	Europe
FRCH-SAA_FR-0029	Europe	Europe	Europe
FRCH-SAA_FR-0030	Europe	Europe	Europe
FRCH-SAA_FR-0031	Europe	Europe	Europe
FRCH-SAA_FR-0032	Europe	Europe	Europe
FRCH-SAA_FR-0034	Europe	Europe	Europe
FRCH-SAA_FR-0035	Europe	Europe	Europe
FRCH-SAA_FR-0036	Europe	Europe	Europe
FRCH-SAA_FR-0037	Europe	Europe	Europe
FRCH-SAA_FR-0038	Europe	Europe	Europe
FRCH-SAA_FR-0039	Europe	Europe	Europe
FRCH-SAA_FR-0040	Europe	Europe	Europe
FRCH-SAA_FR-0041	Europe	Europe	Europe
FRCH-SAV_FR-0001	Europe	Europe	Europe
FRCH-SAV_FR-0002	Europe	Europe	Europe
FRCH-SAV_FR-0004	Europe	Europe	Europe
FRCH-SAV_FR-0005	Europe	Europe	Europe
FRCH-SAV_FR-0007	Europe	Europe	Europe
FRCH-SAV_FR-0008	Europe	Europe	Europe
FRCH-SAV_FR-0010	Europe	Europe	Europe
FRCH-SAV_FR-0011	Europe	Europe	Europe
FRCH-SAV_FR-0012	Europe	Europe	Europe
FRCH-SAV_FR-0013	Europe	Europe	Europe
FRCH-SAV_FR-0015	Europe	Europe	Europe
FRCH-SAV_FR-0017	Europe	Europe	Europe
FRCH-SAV_FR-0018	Europe	Europe	Europe
FRCH-SAV_FR-0021	Europe	Europe	Europe
FRCH-SAV_FR-0022	Europe	Europe	Europe
IECH-OIG_IE-0008	Europe	Europe	Europe
IECH-OIG_IE-0009	Europe	Europe	Europe
IECH-OIG_IE-0014	Europe	Europe	Europe
IECH-OIG_IE-0018	Europe	Europe	Europe
IECH-OIG_IE-0019	Europe	Europe	Europe
ISCH-ICE_IS-3022	Europe	Europe	Europe
ISCH-ICE_IS-7003	Europe	Europe	Europe
ISCH-ICE_IS-7006	Europe	Europe	Europe
ISCH-ICE_IS-8100	Europe	Europe	Europe
ISCH-ICE_IS-8995	Europe	Europe	Europe
ITCH-ALP_IT-0007	Europe	Europe	Europe
ITCH-ALP_IT-0013	Europe	Europe	Europe
ITCH-ALP_IT-0020	Europe	Europe	Europe
ITCH-ALP_IT-0047	Europe	Europe	Europe
ITCH-ALP_IT-0059	Europe	Europe	Europe
ITCH-ALP_IT-0070	Europe	Europe	Europe
ITCH-ALP_IT-0091	Europe	Europe	Europe
ITCH-ALP_IT-0161	Europe	Europe	Europe
ITCH-ALP_IT-0162	Europe	Europe	Europe
ITCH-ALP_IT-0163	Europe	Europe	Europe
ITCH-ALP_IT-0164	Europe	Europe	Europe
ITCH-ALP_IT-0165	Europe	Europe	Europe
ITCH-CCG_IT-0008	Europe	Europe	Europe
ITCH-CCG_IT-0010	Europe	Europe	Europe
ITCH-UNK_IT-0014	Europe	Europe	Europe
ITCH-CCG_IT-0019	Europe	Europe	Europe
ITCH-GGT_IT-0024	Europe	Europe	Europe
ITCH-GGT_IT-0026	Europe	Europe	Europe
ITCH-GGT_IT-0030	Europe	Europe	Europe
ITCH-GGT_IT-0031	Europe	Europe	Europe
ITCH-JON_IT-0008	Europe	Europe	Europe
ITCH-JON_IT-0012	Europe	Europe	Europe
ITCH-JON_IT-0013	Europe	Europe	Europe
ITCH-JON_IT-0014	Europe	Europe	Europe
ITCH-MLT_IT-0005	Europe	Europe	Europe
ITCH-MLT_IT-0012	Europe	Europe	Europe
ITCH-MNT_IT-0060	Europe	Europe	Europe
ITCH-MNT_IT-0061	Europe	Europe	Europe
ITCH-MNT_IT-0067	Europe	Europe	Europe
ITCH-MNT_IT-0069	Europe	Europe	Europe
ITCH-MNT_IT-0073	Europe	Europe	Europe
ITCH-RME_IT-0010	Europe	Europe	Europe
ITCH-RME_IT-0012	Europe	Europe	Europe
ITCH-RME_IT-0031	Europe	Europe	Europe
ITCH-SAA_IT-0001	Europe	Europe	Europe
ITCH-SAA_IT-0002	Europe	Europe	Europe
ITCH-SAA_IT-0003	Europe	Europe	Europe
ITCH-SAA_IT-0004	Europe	Europe	Europe
ITCH-SAA_IT-0005	Europe	Europe	Europe
ITCH-VAL_IT-0002	Europe	Europe	Europe
ITCH-VAL_IT-0014	Europe	Europe	Europe
NLCH-LNR_NL-0141	Europe	Europe	Europe
NLCH-LNR_NL-0143	Europe	Europe	Europe
NLCH-LNR_NL-0146	Europe	Europe	Europe
NLCH-LNR_NL-0150	Europe	Europe	Europe
NLCH-LNR_NL-0151	Europe	Europe	Europe
IRCA-BEZ_IR-1001	Iran - Bezoar	Iran - Bezoar	Iran - Bezoar
IRCA-BEZ_IR-5026	Iran - Bezoar	Iran - Bezoar	Iran - Bezoar
IRCA-BEZ_IR-5064	Iran - Bezoar	Iran - Bezoar	Iran - Bezoar
IRCA-BEZ_IR-5066	Iran - Bezoar	Iran - Bezoar	Iran - Bezoar
IRCA-BEZ_IR-0597	Iran - Bezoar	Iran - Bezoar	Iran - Bezoar
IRCA-BEZ_IR-0600	Iran - Bezoar	Iran - Bezoar	Iran - Bezoar
IRCA-BEZ_IR-0568	Iran - Bezoar	Iran - Bezoar	Iran - Bezoar
IRCA-BEZ_IR-5063	Iran - Bezoar	Iran - Bezoar	Iran - Bezoar
IRCA-BEZ_IR-5065	Iran - Bezoar	Iran - Bezoar	Iran - Bezoar
IRCA-BEZ_IR-0001	Iran - Bezoar	Iran - Bezoar	Iran - Bezoar
IRCA-BEZ_IR-0002	Iran - Bezoar	Iran - Bezoar	Iran - Bezoar
IRCA-BEZ_IR-5237	Iran - Bezoar	Iran - Bezoar	Iran - Bezoar
IRCA-BEZ_IR-0005	Iran - Bezoar	Iran - Bezoar	Iran - Bezoar
IRCA-BEZ_IR-0009	Iran - Bezoar	Iran - Bezoar	Iran - Bezoar
IRCA-BEZ_IR-0008	Iran - Bezoar	Iran - Bezoar	Iran - Bezoar
IRCA-BEZ_IR-0652	Iran - Bezoar	Iran - Bezoar	Iran - Bezoar
IRCA-BEZ_IR-5041	Iran - Bezoar	Iran - Bezoar	Iran - Bezoar
IRCA-BEZ_IR-5147	Iran - Bezoar	Iran - Bezoar	Iran - Bezoar
IRCA-BEZ_IR-0006	Iran - Bezoar	Iran - Bezoar	Iran - Bezoar
IRCA-BEZ_IR-5141	Iran - Bezoar	Iran - Bezoar	Iran - Bezoar
IRCH-UNK_IR-5031	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-5209	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-5032	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-5039	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-5206	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-5204	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-5144	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-5240	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-5189	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-5132	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-5053	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-5087	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-5193	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-5140	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-5044	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-5093	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-5133	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-5210	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-5194	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-5185	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-0037	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-0036	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-0032	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-0039	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-0030	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-0031	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-0026	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-0029	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-0021	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-0027	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-0028	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-0023	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-0024	Iran/Asia2	Iran/Asia2	Iran/Asia2
IRCH-UNK_IR-0025	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-SAA_KR-0001	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-SAA_KR-0002	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-SAA_KR-0003	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-SAA_KR-0004	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-SAA_KR-0005	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-SAA_KR-0006	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-SAA_KR-0007	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-SAA_KR-0008	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-SAA_KR-0009	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-SAA_KR-0010	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-BOE_KR-0001	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-BOE_KR-0002	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-BOE_KR-0003	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-BOE_KR-0004	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0001	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0002	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0003	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0004	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0005	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0006	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0007	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0008	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0009	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0010	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0011	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0012	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-ANG_PK-0502	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-ANG_PK-0504	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-ANG_PK-0505	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-ANG_PK-0511	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-ANG_PK-0512	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-BEE_PK-0012	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-BEE_PK-0004	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-BEE_PK-0008	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-BEE_PK-0009	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-BEE_PK-0010	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-BRI_PK-0001	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-BRI_PK-0004	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-BRI_PK-0005	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-BRI_PK-0006	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-BRI_PK-0014	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-DAM_PK-0007	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-DAM_PK-0013	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-DAM_PK-0014	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-DAM_PK-0017	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-DAM_PK-0019	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-DDP_PK-0505	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-DDP_PK-0506	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-DDP_PK-0509	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-DDP_PK-0510	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-DDP_PK-0513	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-KAC_PK-0001	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-KAC_PK-0002	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-KAC_PK-0003	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-KAC_PK-0004	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-KAC_PK-0005	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-KAM_PK-0002	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-KAM_PK-0003	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-KAM_PK-0004	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-KAM_PK-0005	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-KAM_PK-0006	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-KHU_PK-0002	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-KHU_PK-0005	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-KHU_PK-0006	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-KHU_PK-0011	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-KHU_PK-0012	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-NAC_PK-0006	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-NAC_PK-0009	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-NAC_PK-0010	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-NAC_PK-0011	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-NAC_PK-0012	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-PAT_PK-0006	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-PAT_PK-0024	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-PAT_PK-0025	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-PAT_PK-0029	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-TED_PK-0002	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-TED_PK-0004	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-TED_PK-0005	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-TED_PK-0006	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-TED_PK-0007	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-THA_PK-0001	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-THA_PK-0002	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-THA_PK-0003	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-THA_PK-0004	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-THA_PK-0005	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0013	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0014	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0015	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0016	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0017	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0018	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0019	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0020	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0021	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0022	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0023	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0024	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0025	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0026	Iran/Asia2	Iran/Asia2	Iran/Asia2
KRCH-KNG_KR-0027	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-UNK_PK-0006	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-BEE_PK-0005	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-BAR_PK-0004	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-BEE_PK-0003	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-BEE_PK-0002	Iran/Asia2	Iran/Asia2	Iran/Asia2
PKCH-BEE_PK-0001	Iran/Asia2	Iran/Asia2	Iran/Asia2
RUCH-SAA_RU-0011	Russia	Russia	Russia
RUCH-SAA_RU-0012	Russia	Russia	Russia
RUCH-SAA_RU-7382	Russia	Russia	Russia
RUCH-SAA_RU-7448	Russia	Russia	Russia
RUCH-SAA_RU-7451	Russia	Russia	Russia
RUCH-SAA_RU-8616	Russia	Russia	Russia
RUCH-UNK_RU-0001	Russia	Russia	Russia
RUCH-UNK_RU-0002	Russia	Russia	Russia
RUCH-UNK_RU-0003	Russia	Russia	Russia
RUCH-UNK_RU-0004	Russia	Russia	Russia
RUCH-UNK_RU-0005	Russia	Russia	Russia
			
